split,freesound_id,duration
train,342163,0.3163718820861678
train,336534,7.086462585034013
train,373706,11.550725623582766
train,270830,17.20675736961451
train,131772,7.184399092970522
train,354330,2.6641950113378683
val,129685,1.9256235827664399
train,401186,8.0
train,277082,5.019229024943311
train,62211,1.5549206349206348
train,187708,15.504648526077098
train,251002,6.764263038548753
train,26734,0.4792743764172336
val,101383,8.0
train,374738,0.7922675736961451
train,183063,3.1250113378684805
train,55456,6.0
train,213143,15.535396825396825
train,48495,18.692063492063493
val,411370,3.250793650793651
train,101151,0.4687528344671202
train,378337,11.994671201814059
train,420056,15.658684807256236
train,210696,0.9111111111111111
train,315932,4.794920634920635
train,203060,1.0
train,109735,4.593764172335601
train,335575,3.0270068027210884
train,69080,2.5463492063492064
train,238953,27.555238095238096
train,354469,6.528004535147392
train,265331,17.58544217687075
train,26866,9.832448979591836
train,349351,0.7565079365079365
train,315922,4.272448979591837
train,27245,12.32562358276644
train,246776,6.288231292517007
train,373005,0.6640136054421769
train,18372,1.02859410430839
train,47273,2.686825396825397
train,76902,12.091995464852607
train,23585,7.903786848072563
train,256864,17.321609977324265
train,204132,2.136235827664399
train,322130,2.9126530612244896
val,190667,16.20124716553288
train,196168,6.175600907029478
train,210640,0.7138548752834467
train,60768,1.4924716553287982
train,21179,0.8796371882086168
train,167368,15.071609977324263
train,340555,2.265578231292517
train,381495,8.02591836734694
val,18350,1.787936507936508
train,328862,29.683401360544217
train,26869,6.625102040816326
train,250785,10.984489795918368
train,178875,1.894625850340136
train,251323,23.354852607709752
train,183728,4.166666666666667
train,276191,0.6450566893424037
train,186628,6.80843537414966
train,102701,28.473469387755102
train,33373,6.626031746031746
train,33744,1.7142857142857142
train,386538,1.4885034013605443
train,86444,1.7763265306122449
train,390707,1.593469387755102
val,79379,13.413854875283446
train,216381,10.02328798185941
train,42342,0.5446938775510204
train,172181,15.317891156462585
train,324534,1.3638548752834467
train,222376,4.0
train,28112,16.16108843537415
train,235881,14.302879818594104
val,151434,1.045736961451247
train,80683,4.068888888888889
train,359256,5.467755102040816
train,426224,9.888185941043083
train,381355,7.079183673469387
train,179173,0.4589342403628118
train,34975,13.653333333333334
train,372618,0.6052154195011338
train,191547,4.003560090702948
train,116948,4.2687074829931975
train,387704,2.1940589569160998
train,30164,6.7188662131519274
train,100043,5.05
train,150966,5.12
train,190878,1.3642630385487529
val,20212,0.5398639455782313
train,117562,8.411428571428571
train,321290,0.9968253968253968
train,143562,8.341655328798186
val,241754,23.83902494331066
train,119317,4.21578231292517
train,154507,2.2443083900226757
train,364830,21.246598639455783
train,163331,7.054353741496598
train,146158,8.864807256235828
train,257802,0.6501587301587302
train,91002,1.7187528344671201
train,200108,0.8333333333333334
train,166022,23.873832199546484
train,177082,9.183492063492064
train,216994,0.6895918367346939
train,354037,18.70419501133787
train,167485,7.90750566893424
train,46621,8.586893424036282
val,241721,12.842653061224489
val,374090,1.0730385487528344
train,204128,0.47600907029478456
train,248391,5.5
train,368186,13.180839002267573
train,325894,2.56
train,376582,16.0797052154195
train,377836,2.6806802721088436
train,266922,4.427006802721088
train,257788,8.428843537414966
train,233292,5.4281859410430835
train,97371,3.2677097505668935
train,256295,8.619591836734694
train,138340,1.710045351473923
val,429670,3.9706122448979593
train,58815,4.439705215419501
val,120540,4.609183673469388
train,53378,8.635238095238096
train,88881,0.39947845804988663
train,426819,0.6414512471655329
train,268257,2.1783219954648527
train,191994,20.0
train,397882,14.365351473922903
train,14284,1.500045351473923
train,358759,5.609705215419501
train,108563,0.36959183673469387
train,349818,2.5370975056689344
train,252490,8.019591836734694
train,182121,6.222947845804988
train,193759,1.7647165532879818
train,407606,8.102267573696144
train,251663,1.5645124716553287
train,372928,5.812358276643991
train,331555,9.187505668934241
train,155897,6.018888888888889
train,17506,3.0
train,240901,1.3917460317460317
train,79874,9.893968253968254
train,180775,2.0799319727891157
train,247288,3.1489115646258505
train,118248,0.6593197278911564
train,374937,0.8243083900226758
train,356102,4.510045351473923
train,355173,1.6384126984126983
train,256376,15.539591836734694
train,337228,0.8003854875283447
val,270599,6.230770975056689
train,16693,28.04283446712018
train,154628,24.56251700680272
train,188756,5.219773242630385
val,262648,7.0724943310657595
train,251137,4.14578231292517
train,200979,21.418684807256234
val,262632,10.306961451247165
train,120359,18.575986394557823
train,417421,15.030975056689343
val,344938,28.04514739229025
val,433887,19.978684807256236
train,421642,3.0384126984126985
train,153668,5.9491156462585035
train,254599,1.7187074829931972
train,415472,6.0672789115646255
train,434443,3.5526530612244898
train,35628,7.08
train,236033,0.7198185941043084
train,20305,5.483356009070294
train,39877,17.46140589569161
train,31245,3.244829931972789
train,209365,16.0
val,176990,1.165578231292517
train,348665,2.557641723356009
train,102733,3.630770975056689
train,415826,19.368004535147392
train,120762,4.00891156462585
train,380773,26.750839002267572
train,375041,3.5135374149659864
train,221152,1.6283673469387756
train,33651,3.9395238095238096
train,182987,1.562517006802721
train,216224,3.0
train,148599,9.102403628117914
train,173680,10.0
val,394408,0.4668480725623583
train,381477,7.64984126984127
train,247918,6.307210884353742
train,246721,7.899750566893424
train,219816,4.378866213151928
train,276312,0.7378684807256236
val,193516,1.1121995464852608
train,199349,8.708730158730159
train,164671,12.71891156462585
train,40457,1.8194104308390022
train,51747,2.6229478458049886
train,101338,25.170430839002268
train,254456,10.846893424036281
train,381967,2.5325850340136054
train,64744,0.8571655328798186
train,182018,7.396712018140589
train,96534,6.06891156462585
train,14305,1.500045351473923
train,99439,14.83281179138322
train,375405,0.621859410430839
train,222261,3.4597732426303853
train,107442,0.6356689342403629
train,236399,3.9270748299319727
train,65263,12.0
train,326031,9.855351473922903
train,46701,7.076326530612245
train,42135,9.287981859410431
train,28466,0.3065079365079365
train,67651,0.6208843537414966
train,12784,2.0
train,132794,0.39643990929705214
train,248429,6.0
train,175485,1.2779138321995465
train,419329,7.592925170068027
train,354210,2.1980272108843537
train,317997,1.5557596371882085
train,382672,25.253287981859412
train,11653,5.0
train,153867,4.101632653061224
train,61825,24.145532879818592
train,337409,4.9793877551020405
train,374606,8.820022675736961
train,387398,1.9617233560090703
train,204698,0.33886621315192744
train,248425,5.0
train,62305,2.6693197278911565
train,151878,25.400589569161
train,349956,8.04
train,412248,4.5186621315192745
train,402260,0.44807256235827664
train,233466,25.900861678004535
val,329777,4.2260770975056685
train,143392,1.458344671201814
train,160381,11.008095238095239
val,344720,10.24
train,105296,1.5430839002267573
train,27969,6.048798185941043
train,266497,9.940340136054422
train,159007,0.999750566893424
train,263154,29.99734693877551
train,332311,2.0
train,200525,1.458344671201814
train,329620,10.584013605442177
train,153669,0.5913151927437642
train,125657,14.5
train,150363,29.72342403628118
val,411022,3.0650340136054424
train,363090,24.417233560090704
train,216534,15.302834467120181
train,265036,6.0
train,345960,9.657097505668935
train,195069,2.686780045351474
train,247152,6.319319727891156
val,94696,7.829319727891156
train,96198,4.045283446712018
train,388090,10.160181405895692
train,233111,11.286530612244897
train,363712,6.24
train,240375,0.7406349206349206
train,35012,8.700340136054422
train,39182,1.4048072562358276
train,368943,4.0
train,359251,5.265714285714286
train,130977,1.4566666666666668
train,383649,1.6877551020408164
train,409854,1.4056916099773242
train,99258,0.4
train,98855,16.999433106575964
train,388506,4.0
val,349401,26.865351473922903
train,413881,9.6
train,151240,1.957641723356009
train,40495,4.774875283446712
train,94258,14.968163265306123
val,275365,4.165102040816326
train,242241,1.5
train,248726,6.794263038548753
train,251426,23.7640589569161
val,92007,4.520861678004535
train,276114,0.4266666666666667
train,78455,21.998662131519275
train,120586,3.9968934240362812
train,399760,2.972154195011338
train,29894,4.9636054421768705
train,273881,5.115646258503402
train,153902,3.663106575963719
val,394071,21.378684807256235
train,372520,3.1250113378684805
train,358157,7.126643990929705
train,355971,6.242131519274376
val,237937,0.7678004535147392
train,243778,28.760816326530612
train,239330,7.1821541950113374
train,389501,16.533333333333335
train,381457,8.28748299319728
train,357341,5.994671201814059
train,145124,5.322675736961451
train,323279,1.7964172335600908
train,333734,1.5885714285714285
train,10380,3.9735374149659863
train,97521,2.8643310657596373
train,364270,6.419342403628118
train,53849,2.05859410430839
train,386273,3.0
train,144228,0.6171428571428571
train,364105,4.209387755102041
train,343954,0.7198185941043084
train,356725,6.570680272108843
train,388683,1.3772789115646258
train,335942,1.478140589569161
train,155758,12.533333333333333
train,22732,6.060408163265306
train,117950,3.474285714285714
train,357033,9.036961451247166
train,176512,5.5
train,19804,0.6498185941043084
train,242963,8.0
train,12812,8.323083900226758
train,241499,1.033310657596372
train,53864,2.373310657596372
train,146520,1.6666666666666667
train,209014,0.9520181405895691
val,402801,12.247074829931973
train,208287,0.6857142857142857
val,148166,1.1029478458049886
train,60019,1.4075056689342405
train,68067,2.2053514739229025
train,266751,16.0
train,235935,17.855986394557824
train,425503,23.68
train,372692,7.695986394557823
train,255693,5.226303854875283
val,249809,4.295691609977324
train,53842,2.0979365079365078
train,247915,5.81968253968254
train,273395,26.81904761904762
train,25328,11.424013605442177
train,378149,5.674126984126984
train,370913,1.1666666666666667
train,349076,29.89344671201814
train,12892,0.42365079365079367
train,364721,1.5
train,233606,2.0
train,158677,0.5836507936507936
train,161240,4.365442176870748
train,256392,15.539591836734694
train,76660,6.758140589569161
train,173580,3.795374149659864
train,62209,0.8556009070294784
train,340671,4.006825396825397
train,189635,28.68206349206349
train,238690,16.269886621315194
train,150754,1.8750113378684807
train,49170,2.5822902494331066
train,64063,2.8970521541950114
train,46731,27.88136054421769
train,359274,6.4254875283446715
